방류기간,기관,품종,방류구분,방류물량1,단위,방류물량2,단위,사업비-국비(천원),사업비-지방비-광역시비(천원),사업비-지방비-도비(천원),사업비-지방비-구비(천원),사업비-지방비-시군구(천원),사업비-지방비-기타(천원),사업비-지방비-소계(천원),사업비-민간(천원),사업비-자담(천원),사업비-총액(천원),계약단가(원),기초단가(공고단가)(원),크기(cm 이상),체중(gram),사업구분,사업명,담당자,전화번호,방류장소명,업체명,사업자번호,대표자,업체주소,비고
2023-07-07 ~ 2023-07-07,충청남도 부여군,쏘가리,매입방류,17007,마리,0,,0,0,18000,0,2000,0,20000,0,0,20000,1176,1176,,,지자체사업/수산종자관리사업,수산종자매입방류,유승근,041-830-2249,은산면 지천,,,,,
2023-01-01 ~ 2023-12-31,전라남도 고흥군,감성돔,매입방류,108109,마리,0,,0,0,39600,0,4400,0,44000,0,0,44000,410,430,,,지자체사업/수산종자관리사업,수산종자매입방류,김영은,061-830-5189,전라남도 고흥군 도화면 발포리 산98-4,,--,,,
2023-01-01 ~ 2023-12-31,전라남도 고흥군,점농어,매입방류,104020,마리,0,,0,0,36000,0,4000,0,40000,0,0,40000,660,710,,,지자체사업/수산종자관리사업,수산종자매입방류,김영은,061-830-5189,전라남도 고흥군 금산면 중동목넘길 28-9,,--,,,
2023-01-01 ~ 2023-12-31,전라남도 고흥군,감성돔,매입방류,111627,마리,0,,0,0,43200,0,4800,0,48000,0,0,48000,407,430,,,지자체사업/수산종자관리사업,수산종자매입방류,김영은,061-830-5189,전라남도 고흥군 포두면 길두리 2896-15,,--,,,
2023-01-01 ~ 2023-12-31,전라남도 고흥군,개조개,매입방류,195652,마리,0,,0,0,40500,0,4500,0,45000,0,0,45000,210,230,,,지자체사업/수산종자관리사업,수산종자매입방류,김영은,061-830-5189,전라남도 고흥군 동일면 대영중촌길 24-14,,--,,,
2023-01-01 ~ 2023-12-31,전라남도 고흥군,감성돔,매입방류,111627,마리,0,,0,0,43200,0,4800,0,48000,0,0,48000,387,430,,,지자체사업/수산종자관리사업,수산종자매입방류,김영은,061-830-5189,전라남도 고흥군 도화면 구암리 산370-1,,--,,,
2023-01-01 ~ 2023-12-31,전라남도 고흥군,돌돔,매입방류,79546,마리,0,,0,0,31500,0,3500,0,35000,0,0,35000,440,500,,,지자체사업/수산종자관리사업,수산종자매입방류,김영은,061-830-5189,전라남도 고흥군 금산면 신촌리 877,,--,,,
2023-06-16 ~ 2023-06-16,충청북도 청주시,뱀장어,매입방류,3220,마리,0,,0,0,17967,0,1997,0,19964,0,0,19964,6200,6200,전장 11.2,1.01~1.01,지자체사업/수산종자관리사업,수산종자매입방류,노혜윤,043-201-2273,충청북도 청주시 상당구 문의면 미천리 61,,,,,
2023-01-01 ~ 2023-12-31,경기도 고양시,황복,매입방류,470000,마리,0,,0,0,42993,0,100317,0,143310,0,0,143310,421.5,500,전장 6.06,2.4~2.76,지자체사업/수산종자관리사업,수산종자매입방류,이소라,031-8075-4256,경기도 고양시 덕양구 행주외동 500 일원,,,,,
2023-09-18 ~ 2023-12-31,강원특별자치도  철원군,동자개,매입방류,32230,마리,0,,0,0,8400,0,1600,0,10000,0,0,10000,315.62,315.62,,,지자체사업/수산종자관리사업,수산종자매입방류,최그림,033-450-4936,강원특별자치도 철원군 삼부연로 64-1,,,,,
2023-03-28 ~ 2023-04-21,경상북도 수산자원연구원,전복,무상방류,540000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,각장 3.5,,지자체사업/수산종자관리사업,기타,김명희,054-730-1118,경상북도 연안 5개 시군,,,,,
2023-01-01 ~ 2023-12-31,경상북도 수산자원연구원,개볼락,무상방류,70000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 5,,지자체사업/수산종자관리사업,기타,김명희,054-730-1118,"경상북도 연안 3개 시군(포항, 경주, 울진)",,,,,
2023-07-20 ~ 2023-08-16,경상북도 수산자원연구원,문치가자미,무상방류,535000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 4,,지자체사업/수산종자관리사업,기타,김명희,054-730-1118,경상북도 연안 5개 시군,,,,,
2023-05-09 ~ 2023-05-17,경상북도 수산자원연구원,쥐노래미,무상방류,300000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 5,,지자체사업/수산종자관리사업,기타,김명희,054-730-1118,경상북도 연안 5개 시군,,,,,
2023-05-16 ~ 2023-05-23,경상북도 수산자원연구원,물렁가시붉은새우,무상방류,300000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 1.5,,지자체사업/수산종자관리사업,기타,김명희,054-730-1118,"경상북도 울릉 독도, 왕돌초해역",,,,,방류품종 외 품종 방류 : 도화새우 (도화새우가 방류품종으로 선택 불가함에 따라 물렁가시붉은새우로 임시 저장)
2023-01-01 ~ 2023-12-31,경상북도 경주시,전복,매입방류,118450,마리,0,,0,0,36000,0,9000,0,45000,0,0,45000,696.66,830,각장 3.5,,"국비사업(자율관리, 해양보호구역 등)","국비사업(자율관리, 해양보호구역 등)",구본석,054-760-2973,"경상북도 경주시 감포읍(감포어촌계, 전촌어촌계 마을어장)",,,,,전복치패 매입방류
2023-01-01 ~ 2023-12-31,경상북도 경주시,해삼,매입방류,247865,마리,347,kg,0,0,100000,0,25000,0,125000,0,0,125000,451.86,536,,1~7,지자체사업/수산종자관리사업,해삼씨뿌림,구본석,054-760-2973,"경상북도 경주시 감포읍(모곡,척사,선창 어촌계 마을어장)",,--,,,어린해삼 매입방류
2023-01-01 ~ 2023-12-31,울산광역시 울주군,전복,매입방류,47066,마리,0,,0,30160,0,0,7540,0,37700,0,0,37700,801,869,,,지자체사업/수산종자관리사업,수산종자매입방류,전진우,052-204-1644,울산광역시 울주군 서생면 신암리,,--,,,
2023-01-01 ~ 2023-12-31,울산광역시 울주군,전복,매입방류,54306,마리,0,,0,34800,0,0,8700,0,43500,0,0,43500,801,869,,,지자체사업/수산종자관리사업,수산종자매입방류,전진우,052-204-1644,울산광역시 울주군 온산읍 강양리,,--,,,
2023-01-01 ~ 2023-12-31,울산광역시 울주군,전복,매입방류,39824,마리,0,,0,25520,0,0,6380,0,31900,0,0,31900,801,869,,,지자체사업/수산종자관리사업,수산종자매입방류,전진우,052-204-1644,울산광역시 울주군 서생면 진하리,,--,,,
2023-01-01 ~ 2023-12-31,울산광역시 울주군,전복,매입방류,39824,마리,0,,0,25520,0,0,6380,0,31900,0,0,31900,801,869,,,지자체사업/수산종자관리사업,수산종자매입방류,전진우,052-204-1644,울산광역시 울주군 서생면 대송리,,--,,,
2023-01-01 ~ 2023-12-31,울산광역시 울주군,전복,매입방류,50686,마리,0,,0,32480,0,0,8120,0,40600,0,0,40600,801,869,,,지자체사업/수산종자관리사업,수산종자매입방류,전진우,052-204-1644,울산광역시 울주군 서생면 대송리,,--,,,
2023-01-01 ~ 2023-12-31,울산광역시 울주군,전복,매입방류,43445,마리,0,,0,27840,0,0,6960,0,34800,0,0,34800,801,869,,,지자체사업/수산종자관리사업,수산종자매입방류,전진우,052-204-1644,울산광역시 울주군 서생면 대송리,,--,,,
2023-01-01 ~ 2023-12-31,울산광역시 울주군,전복,매입방류,39824,마리,0,,0,25520,0,0,6380,0,31900,0,0,31900,801,869,,,지자체사업/수산종자관리사업,수산종자매입방류,전진우,052-204-1644,울산광역시 울주군 서생면 나사리,,--,,,
2023-01-01 ~ 2023-12-31,울산광역시 울주군,전복,매입방류,47065,마리,0,,0,30160,0,0,7540,0,37700,0,0,37700,801,869,,,지자체사업/수산종자관리사업,수산종자매입방류,전진우,052-204-1644,울산광역시 울주군 서생면 신암리,,--,,,
2023-01-01 ~ 2023-12-31,경상북도 청송군,다슬기,매입방류,360000,마리,0,,0,0,1836,0,4284,0,6120,0,0,6120,16.5,17,,,지자체사업/수산종자관리사업,마을어장관리사업,권성준,054-870-6290,경북 청송군 청송읍 월막리 419-3,,--,,,
2023-01-01 ~ 2023-12-31,경상북도 청송군,동자개,매입방류,15000,마리,0,,0,0,855,0,1995,0,2850,0,0,2850,173.34,190,,,지자체사업/수산종자관리사업,마을어장관리사업,권성준,054-870-6290,경북 청송군 청송읍 월막리 419-3,,--,,,
2023-01-01 ~ 2023-12-31,경상북도 청송군,붕어,매입방류,15300,마리,0,,0,0,505,0,1178,0,1683,0,0,1683,108.5,110,,,지자체사업/수산종자관리사업,마을어장관리사업,권성준,054-870-6290,경북 청송군 청송읍 월막리 419-3,,--,,,
2023-01-01 ~ 2023-12-31,경상북도 청송군,메기,매입방류,19000,마리,0,,0,0,684,0,1596,0,2280,0,0,2280,116.85,120,,,지자체사업/수산종자관리사업,마을어장관리사업,권성준,054-870-6290,경북 청송군 청송읍 월막리 419-3,,--,,,
2023-01-01 ~ 2023-12-31,경상북도 청송군,쏘가리,매입방류,6000,마리,0,,0,0,1620,0,3780,0,5400,0,0,5400,900,900,,,지자체사업/수산종자관리사업,마을어장관리사업,권성준,054-870-6290,경북 청송군 청송읍 월막리 419-3,,--,,,
2023-09-11 ~ 2023-09-13,경기도 해양수산자원연구소,붕어,생산방류,20000,마리,0,,0,0,10000,0,0,0,10000,0,0,10000,0,0,전장 4.0,,지자체사업/수산종자관리사업,토산어종 치어방류,최대순,031-8008-6508,경기도 포천시 이동면 노곡리 142-1,,,,,
2023-09-11 ~ 2023-09-13,경기도 해양수산자원연구소,붕어,생산방류,8000,마리,0,,0,0,10000,0,0,0,10000,0,0,10000,0,0,전장 4.0,,지자체사업/수산종자관리사업,토산어종 치어방류,최대순,031-8008-6508,경기도 파주시 문산읍 문산리 106-5,,,,,
2023-09-11 ~ 2023-09-13,경기도 해양수산자원연구소,붕어,생산방류,8000,마리,0,,0,0,10000,0,0,0,10000,0,0,10000,0,0,전장 4.0,,지자체사업/수산종자관리사업,토산어종 치어방류,최대순,031-8008-6508,경기도 고양시 덕양구 행주동 500,,,,,
2023-09-11 ~ 2023-09-13,경기도 해양수산자원연구소,붕어,생산방류,8000,마리,0,,0,0,10000,0,0,0,10000,0,0,10000,0,0,전장 4.0,,지자체사업/수산종자관리사업,토산어종 치어방류,최대순,031-8008-6508,경기도 여주시 대신면 천서리 573-16,,,,,
2023-09-11 ~ 2023-09-13,경기도 해양수산자원연구소,붕어,생산방류,7000,마리,0,,0,0,10000,0,0,0,10000,0,0,10000,0,0,전장 4.0,,지자체사업/수산종자관리사업,토산어종 치어방류,최대순,031-8008-6508,경기도 안산시 단원구 대부동 3-53,,,,,
2023-09-11 ~ 2023-09-13,경기도 해양수산자원연구소,붕어,생산방류,8000,마리,0,,0,0,10000,0,0,0,10000,0,0,10000,0,0,전장 4.0,,지자체사업/수산종자관리사업,토산어종 치어방류,최대순,031-8008-6508,경기도 오산시 남촌동 753,,,,,
2023-09-11 ~ 2023-09-13,경기도 해양수산자원연구소,붕어,생산방류,3000,마리,0,,0,0,10000,0,0,0,10000,0,0,10000,0,0,전장 4.0,,지자체사업/수산종자관리사업,토산어종 치어방류,최대순,031-8008-6508,경기도 안성시 안성1동 200,,,,,
2023-09-11 ~ 2023-09-13,경기도 해양수산자원연구소,붕어,생산방류,8000,마리,0,,0,0,10000,0,0,0,10000,0,0,10000,0,0,전장 4.0,,지자체사업/수산종자관리사업,토산어종 치어방류,최대순,031-8008-6508,경기도 평택시 오성면 당거리 372,,,,,
2023-09-11 ~ 2023-09-13,경기도 해양수산자원연구소,붕어,생산방류,8000,마리,0,,0,0,10000,0,0,0,10000,0,0,10000,0,0,전장 4.0,,지자체사업/수산종자관리사업,토산어종 치어방류,최대순,031-8008-6508,경기도 화성시 장안면 장안리 2641,,,,,
2023-09-11 ~ 2023-09-13,경기도 해양수산자원연구소,붕어,생산방류,8000,마리,0,,0,0,10000,0,0,0,10000,0,0,10000,0,0,전장 4.0,,지자체사업/수산종자관리사업,토산어종 치어방류,최대순,031-8008-6508,경기도 가평군 가평읍 마장리 983,,,,,
2023-09-11 ~ 2023-09-13,경기도 해양수산자원연구소,붕어,생산방류,11000,마리,0,,0,0,10000,0,0,0,10000,0,0,10000,0,0,전장 4.0,,지자체사업/수산종자관리사업,토산어종 치어방류,최대순,031-8008-6508,경기도 양평군 단월면 보룡리 산56-1,,,,,
2023-09-04 ~ 2023-09-05,충청북도 음성군,붕어,생산방류,1568000,마리,0,,0,0,4000,0,16000,0,20000,0,0,20000,0,0,전장 4,1.25~,기타 지자체사업,기타 지자체사업,한중원,043-871-3705,충청북도 음성군 금왕읍 백야로 320 외 8개소,,,,,2023년 토종붕어 대량생산 지원사업
2023-09-11 ~ 2023-09-13,경기도 해양수산자원연구소,붕어,생산방류,13000,마리,0,,0,0,10000,0,0,0,10000,0,0,10000,0,0,전장 4,,지자체사업/수산종자관리사업,토산어종 치어방류,최대순,031-8008-6508,경기도 연천군 전곡읍 전곡리 681-7,,,,,
2023-09-12 ~ 2023-09-12,강원특별자치도 내수면자원센터,동자개,생산방류,50000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 5,,기타 지자체사업,기타 지자체사업,김행영,033-248-6766,강원특별자치도 화천군 화천읍 하리 165,,,,,내수면어패류종자생산방류
2023-09-21 ~ 2023-09-21,강원특별자치도 내수면자원센터,동자개,생산방류,50000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 5,,기타 지자체사업,기타 지자체사업,김행영,033-248-6766,강원특별자치도 영월군 한반도면 옹정리 600-2,,,,,내순면어패류종자생삱방류
2023-09-20 ~ 2023-09-20,강원특별자치도 내수면자원센터,동자개,생산방류,50000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 5,,기타 지자체사업,기타 지자체사업,김행영,033-248-6766,강원특별자치도 평창군 대화면 개수리 749-1,,,,,내수면어패류 종자생산방류
2023-09-19 ~ 2023-09-19,강원특별자치도 내수면자원센터,동자개,생산방류,60000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 5,,기타 지자체사업,기타 지자체사업,김행영,033-248-6766,강원특별자치도 원주시 지정면 월송석화로 300,,,,,내수면어패류 종자생산방류
2023-09-18 ~ 2023-09-18,강원특별자치도 내수면자원센터,동자개,생산방류,50000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 5,,기타 지자체사업,기타 지자체사업,김행영,033-248-6766,강원특별자치도 인제군 남면 빙어마을길 101,,,,,내수면어패류 종자생산방류
2023-09-15 ~ 2023-09-15,강원특별자치도 내수면자원센터,동자개,생산방류,50000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 5,,기타 지자체사업,기타 지자체사업,김행영,033-248-6766,강원특별자치도 홍천군 북방면 소매곡리 217,,,,,내수면어패류 종자생산방류
2023-09-14 ~ 2023-09-14,강원특별자치도 내수면자원센터,동자개,생산방류,50000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 5,,기타 지자체사업,기타 지자체사업,김행영,033-248-6766,강원특별자치도 춘천시 사북면 원평길 294,,,,,내수면어패류 종자생산방류
2023-09-13 ~ 2023-09-13,강원특별자치도 내수면자원센터,동자개,생산방류,50000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 5,,기타 지자체사업,기타 지자체사업,김행영,033-248-6766,강원특별자치도 양구군 양구읍 공수리 102,,,,,내수면어패류 종자생산방류
2023-01-01 ~ 2023-12-31,부산광역시 강서구,잉어,매입방류,466396,마리,0,,0,20000,0,20000,0,0,40000,0,0,40000,110,110,전장 5,,지자체사업/수산종자관리사업,수산종자매입방류,강태호,051-970-4484,부산광역시 강서구 강동동 3667-1,,,,,
2023-01-01 ~ 2023-12-31,부산광역시 강서구,붕어,매입방류,438481,마리,0,,0,20000,0,20000,0,0,40000,0,0,40000,110,110,전장 4,,지자체사업/수산종자관리사업,수산종자매입방류,강태호,051-970-4484,부산광역시 강서구 강동동 3667-1,,,,,
2023-08-09 ~ 2023-08-09,경기도 김포시,조피볼락,매입방류,1213175,마리,0,,0,0,60000,0,240000,0,300000,0,0,300000,218.6,269,전장 6,3.47~3.47,지자체사업/수산종자관리사업,수산종자매입방류,안영준,031-980-5451,대한민국,,,,,
2023-06-22 ~ 2023-06-22,경기도 김포시,참게,매입방류,277489,마리,0,,0,0,14000,0,56000,0,70000,0,0,70000,223,250,갑폭 0.7,0.138~0.138,지자체사업/수산종자관리사업,수산종자매입방류,안영준,031-980-5451,경기도 김포시 고촌읍 신곡리 산28,,,,,
2023-08-04 ~ 2023-08-04,경기도 김포시,황복,매입방류,353600,마리,0,,0,0,34000,0,136000,0,170000,0,0,170000,425,500,전장 5,3.91~3.91,지자체사업/수산종자관리사업,수산종자매입방류,안영준,031-980-5451,경기도 김포시 하성면 전류리 478,,,,,
2023-07-18 ~ 2023-07-18,경기도 김포시,꽃게,매입방류,437364,마리,0,,0,0,20000,0,80000,0,100000,0,0,100000,202.12,230,갑폭 1,0.124~0.124,지자체사업/수산종자관리사업,수산종자매입방류,안영준,031-980-5451,대한민국,,,,,
2023-01-01 ~ 2023-12-31,경기도 해양수산자원연구소,곳체다슬기,생산방류,70000,마리,0,,0,0,10000,0,0,0,10000,0,0,10000,0,0,각장 0.7,,지자체사업/수산종자관리사업,토산어종치어방류,최대순,031-8008-6508,경기도 연천군 군남면 진상리 623-10,,,,,
2023-01-01 ~ 2023-12-31,경기도 해양수산자원연구소,곳체다슬기,생산방류,70000,마리,0,,0,0,10000,0,0,0,10000,0,0,10000,0,0,각장 0.7,,지자체사업/수산종자관리사업,토산어종치어방류,최대순,031-8008-6508,경기도 여주시 대신면 천서리 573-16,,,,,
2023-01-01 ~ 2023-12-31,경기도 해양수산자원연구소,곳체다슬기,생산방류,70000,마리,0,,0,0,10000,0,0,0,10000,0,0,10000,0,0,각장 0.7,,지자체사업/수산종자관리사업,토산어종치어방류,최대순,031-8008-6508,경기도 파주시 문산읍 문산리 106-5,,,,,
2023-01-01 ~ 2023-12-31,경기도 해양수산자원연구소,곳체다슬기,생산방류,20000,마리,0,,0,0,10000,0,0,0,10000,0,0,10000,0,0,각장 0.7,,지자체사업/수산종자관리사업,토산어종치어방류,최대순,031-8008-6508,경기도 안성시 안성1동 200,,,,,
2023-01-01 ~ 2023-12-31,경기도 해양수산자원연구소,곳체다슬기,생산방류,30000,마리,0,,0,0,10000,0,0,0,10000,0,0,10000,0,0,각장 0.7,,지자체사업/수산종자관리사업,토산어종치어방류,최대순,031-8008-6508,경기도 평택시 오성면 당거리 327-2,,,,,
2023-01-01 ~ 2023-12-31,경기도 해양수산자원연구소,곳체다슬기,생산방류,20000,마리,0,,0,0,10000,0,0,0,10000,0,0,10000,0,0,각장 0.7,,지자체사업/수산종자관리사업,토산어종치어방류,최대순,031-8008-6508,경기도 화성시 장안면 장안리 2641,,,,,
2023-01-01 ~ 2023-12-31,경기도 해양수산자원연구소,곳체다슬기,생산방류,70000,마리,0,,0,0,10000,0,0,0,10000,0,0,10000,0,0,각장 0.7,,지자체사업/수산종자관리사업,토산어종치어방류,최대순,031-8008-6508,경기도 양평군 단월면 보룡리 산56-1,,,,,
2023-01-01 ~ 2023-12-31,경기도 해양수산자원연구소,곳체다슬기,생산방류,70000,마리,0,,0,0,10000,0,0,0,10000,0,0,10000,0,0,각장 0.7,,지자체사업/수산종자관리사업,토산어종치어방류,최대순,031-8008-6508,경기도 가평군 가평읍 마장리 983,,,,,
2023-01-01 ~ 2023-12-31,경기도 해양수산자원연구소,미꾸리,생산방류,4000,마리,0,,0,0,10000,0,0,0,10000,0,0,10000,0,0,전장 4,,지자체사업/수산종자관리사업,토산어종치어방류,최대순,031-8008-6508,경기도 여주시 중앙동 372-1,,,,,
2023-01-01 ~ 2023-12-31,경기도 해양수산자원연구소,미꾸리,생산방류,4000,마리,0,,0,0,10000,0,0,0,10000,0,0,10000,0,0,전장 4,,지자체사업/수산종자관리사업,토산어종치어방류,최대순,031-8008-6508,경기도 오산시 남촌동 753,,,,,
2023-01-01 ~ 2023-12-31,경기도 해양수산자원연구소,미꾸리,생산방류,2000,마리,0,,0,0,10000,0,0,0,10000,0,0,10000,0,0,전장 4,,지자체사업/수산종자관리사업,토산어종치어방류,최대순,031-8008-6508,경기도 안성시 안성2동 130,,,,,
2023-01-01 ~ 2023-12-31,경기도 해양수산자원연구소,미꾸리,생산방류,7000,마리,0,,0,0,10000,0,0,0,10000,0,0,10000,0,0,전장 4,,지자체사업/수산종자관리사업,토산어종치어방류,최대순,031-8008-6508,경기도 파주시 금촌1동 893-1,,,,,
2023-01-01 ~ 2023-12-31,경기도 해양수산자원연구소,미꾸리,생산방류,12000,마리,0,,0,0,10000,0,0,0,10000,0,0,10000,0,0,전장 4,,지자체사업/수산종자관리사업,토산어종치어방류,최대순,031-8008-6508,경기도 고양시 덕양구 원신동 1072-9,,,,,
2023-01-01 ~ 2023-12-31,경기도 해양수산자원연구소,미꾸리,생산방류,4000,마리,0,,0,0,10000,0,0,0,10000,0,0,10000,0,0,전장 4,,지자체사업/수산종자관리사업,토산어종치어방류,최대순,031-8008-6508,경기도 평택시 통복동 20-15,,,,,
2023-01-01 ~ 2023-12-31,경기도 해양수산자원연구소,미꾸리,생산방류,7000,마리,0,,0,0,10000,0,0,0,10000,0,0,10000,0,0,전장 4,,지자체사업/수산종자관리사업,토산어종치어방류,최대순,031-8008-6508,경기도 화성시 팔탄면 3.1만세로 861-8,,,,,
2023-01-01 ~ 2023-12-31,경기도 해양수산자원연구소,미꾸리,생산방류,20000,마리,0,,0,0,10000,0,0,0,10000,0,0,10000,0,0,전장 4,,지자체사업/수산종자관리사업,토산어종자원조성,최대순,031-8008-6508,경기도 양평군 단월면 보룡리 663-11,,,,,
2023-09-12 ~ 2023-09-12,경상북도 안동시,동자개,매입방류,145080,마리,0,,0,0,0,0,25000,0,25000,0,0,25000,200,220,,,지자체사업/수산종자관리사업,수산종자매입방류,김준년,054-840-6272,경상북도 안동시 옥동 1381-15,,,,,
2023-09-15 ~ 2023-09-15,경상북도 안동시,붕어,매입방류,197400,마리,0,,0,0,0,0,20000,0,20000,0,0,20000,114,120,,,지자체사업/수산종자관리사업,수산종자매입방류,김준년,054-840-6272,경상북도 안동시 임동면 수곡리 417,,,,,
2023-01-01 ~ 2023-12-31,경상북도 안동시,쏘가리,매입방류,113238,마리,0,,0,0,90000,0,0,0,90000,0,0,90000,880,950,,,지자체사업/수산종자관리사업,수산종자매입방류,김준년,054-840-6272,경상북도 안동시 용상동 1664-27,,,,,
2023-01-01 ~ 2023-09-13,경상북도 안동시,다슬기,매입방류,1516300,마리,0,,0,0,0,0,20000,0,20000,0,0,20000,15,16,,,지자체사업/수산종자관리사업,수산종자매입방류,김준년,054-840-6272,경상북도 안동시 길안면 만음백자길 174,,,,,
2023-01-01 ~ 2023-12-31,전라남도 완도군,꼬막,매입방류,200000,마리,0,,0,0,0,0,18800,0,18800,0,0,18800,100,100,각장 1,,기타 지자체사업,기타 지자체사업,김은주,061-550-5121,전라남도 완도군 고금면 봉명리 337,,--,,,"방류해역: 2개소(고금면 봉명리, 세동리)
꼬막 126kg 방류"
2023-01-01 ~ 2023-12-31,경상북도 안동시,뱀장어,매입방류,10920,마리,0,,0,0,40000,0,50000,0,90000,0,0,90000,5300,5500,,,지자체사업/수산종자관리사업,수산종자매입방류,김준년,054-840-6272,경상북도 안동시 임동면 수곡리 417,,,,,
2023-09-26 ~ 2023-09-26,경상북도 안동시,메기,매입방류,360300,마리,0,,0,0,0,0,20000,0,20000,0,0,20000,113,120,,,지자체사업/수산종자관리사업,수산종자매입방류,김준년,054-840-6272,경상북도 안동시 용상동 산272-4,,,,,
2023-05-12 ~ 2023-05-12,경상남도 사천시,전복,매입방류,44077,마리,0,,0,0,9375,0,21875,0,31250,0,0,31250,709,780,,,지자체사업/수산종자관리사업,수산종자매입방류,이정은,055-831-3115,경상남도 사천시 마도동,,,,,
2023-01-01 ~ 2023-12-31,강원특별자치도 횡성군,대농갱이,매입방류,35714,마리,0,,0,0,10500,0,2000,0,12500,0,0,12500,350,350,전장 5,,"국비사업(자율관리, 해양보호구역 등)","국비사업(자율관리, 해양보호구역 등)",임영선,033-340-2398,강원특별자치도 횡성군 갑천면 구방리 산160-2,,--,,,
2023-01-01 ~ 2023-12-31,강원특별자치도 횡성군,동자개,매입방류,41666,마리,0,,0,0,10500,0,2000,0,12500,0,0,12500,300,300,전장 4,,"국비사업(자율관리, 해양보호구역 등)","국비사업(자율관리, 해양보호구역 등)",임영선,033-340-2398,강원특별자치도 횡성군 갑천면 구방리 산160-2,,--,,,
2023-01-01 ~ 2023-12-31,인천광역시 옹진군,꽃게,매입방류,655072,마리,0,,0,135000,0,0,15000,0,150000,0,0,150000,243.22,288,,,지자체사업/수산종자관리사업,수산종자매입방류,김휘완,010-9132-3353,인천광역시 옹진군 덕적면 서포리 산268,,,,,
2023-01-01 ~ 2023-12-31,인천광역시 옹진군,조피볼락,매입방류,570206,마리,0,,0,0,0,0,150000,0,150000,0,0,150000,298.36,351,,,지자체사업/수산종자관리사업,수산종자매입방류,김휘완,010-9132-3353,인천광역시 옹진군 자월면 자월리 산195,,,,,
2023-01-01 ~ 2023-12-31,인천광역시 옹진군,조피볼락,매입방류,560613,마리,0,,0,0,0,0,150000,0,150000,0,0,150000,295.35,351,,,지자체사업/수산종자관리사업,수산종자매입방류,김휘완,010-9132-3353,인천광역시 옹진군 덕적면 서포리 산268,,,,,
2023-01-01 ~ 2023-12-31,인천광역시 옹진군,조피볼락,매입방류,884616,마리,0,,0,225000,0,0,25000,0,250000,0,0,250000,317.63,351,,,지자체사업/수산종자관리사업,수산종자매입방류,김휘완,010-9132-3353,인천광역시 옹진군 백령면 북포리 39-6,,,,,
2023-01-01 ~ 2023-12-31,인천광역시 옹진군,조피볼락,매입방류,764521,마리,0,,0,180000,0,0,20000,0,200000,0,0,200000,296,351,,,지자체사업/수산종자관리사업,수산종자매입방류,김휘완,010-9132-3353,인천광역시 옹진군 북도면 신도로484번길 138-132,,,,,
2023-01-01 ~ 2023-12-31,강원특별자치도 영월군,동자개,무상방류,50000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 5,,지자체사업/수산종자관리사업,강원특별자치도,조영호,033-370-7828,강원특별자치도 영월군 한반도면 선암길 79,,,,,강원특별자치도내수면자원센터 무상방류
2023-01-01 ~ 2023-12-31,강원특별자치도 영월군,대농갱이,무상방류,50000,마리,0,,0,0,0,0,0,0,0,0,0,0,0,0,전장 6,,지자체사업/수산종자관리사업,강원특별자치도,조영호,033-370-7828,강원특별자치도 영월군 영월읍 하송리 61-6,,,,,강원특별자치도내수면자원센터 무상방류
2023-09-25 ~ 2023-09-25,강원특별자치도 영월군,동자개,매입방류,28346,마리,0,,0,0,6495,0,1235,0,7730,0,0,7730,272.7,310,전장 4.5,0.95~1.11,지자체사업/수산종자관리사업,수산종자매입방류,조영호,033-370-7828,강원특별자치도 영월군 김삿갓면 진별리 498-9,,,,,동자개 치어 방류
2023-09-25 ~ 2023-09-25,강원특별자치도 영월군,동자개,매입방류,20000,마리,0,,0,0,4581,0,873,0,5454,0,0,5454,272.7,310,전장 4.5,0.95~1.11,지자체사업/수산종자관리사업,수산종자매입방류,조영호,033-370-7828,강원특별자치도 영월군 영월읍 덕포리 산1-5,,,,,동자개 치어 방류
2023-09-25 ~ 2023-09-25,강원특별자치도 영월군,동자개,매입방류,20000,마리,0,,0,0,4581,0,873,0,5454,0,0,5454,272.7,310,전장 4.5,0.95~1.11,지자체사업/수산종자관리사업,수산종자매입방류,조영호,033-370-7828,강원특별자치도 영월군 남면 북쌍리 283-2,,,,,동자개 치어 방류
